filename,gd_year,title,doi,pages,authors
GD04_167-178.pdf,GD04,An Eﬃcient Implementation of Sugiyama’s Algorithm for Layered Graph Drawing,10.1007/978-3-540-31843-9_17,167-178,Markus Eiglsperger; Martin Siebenhaller; Michael Kaufmann
GD04_179-184.pdf,GD04,Random Geometric Graph Diameter ℓ in the Unit Disk with Metric,10.1007/978-3-540-31843-9_18,179-184,Robert B. Ellis; Jeremy L. Martin; Catherine Yan
GD04_185-195.pdf,GD04,Algorithms for Drawing Media,10.1007/978-3-540-31843-9_19,185-195,David Eppstein
GD04_196-206.pdf,GD04,Conﬂuent Layered Drawings,10.1007/978-3-540-31843-9_20,196-206,David Eppstein; Michael T. Goodrich; Jeremy Yu Meng
GD04_207-217.pdf,GD04,Simultaneous Embedding of Planar Graphs with Few Bends,10.1007/978-3-540-31843-9_21,207-217,Cesim Erten; Stephen G. Kobourov
GD04_218-228.pdf,GD04,A Fast and Simple Heuristic for Constrained Two-Level Crossing Reduction,10.1007/978-3-540-31843-9_22,218-228,Michael Forster
GD04_229-239.pdf,GD04,Contact and Intersection Representations,10.1007/978-3-540-31843-9_23,229-239,Hubert de Fraysseix; Patrice Ossona de Mendez
GD04_240-250.pdf,GD04,Dynamic Graph Drawing of Sequences of Orthogonal and Hierarchical Graphs,10.1007/978-3-540-31843-9_24,240-250,Carsten Görg; Peter Birke; Mathias Pohl; Stephan Diehl
GD04_251-262.pdf,GD04,Graph Drawing by Stress Majorization,10.1007/978-3-540-31843-9_25,251-262,Emden R. Gansner; Yehuda Koren; Stephen North
GD04_263-273.pdf,GD04,Computing Radial Drawings on the Minimum Number of Circles,10.1007/978-3-540-31843-9_26,263-273,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer
GD04_274-284.pdf,GD04,Hamiltonian-with-Handles Graphs k and the -Spine Drawability Problem,10.1007/978-3-540-31843-9_27,274-284,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Matthew Suderman
GD04_285-296.pdf,GD04,Distributed Graph Layout for Sensor Networks,10.1007/978-3-540-31843-9_28,285-296,Craig Gotsman; Yehuda Koren
GD04_297-307.pdf,GD04,Drawing Large Graphs with a Potential-Field-Based Multilevel Algorithm,10.1007/978-3-540-31843-9_29,297-307,Stefan Hachul; Michael Jünger
GD04_308-318.pdf,GD04,Building Blocks of Upward Planar Digraphs,10.1007/978-3-540-31843-9_30,308-318,Patrick Healy; Karol Lynch
GD04_319-329.pdf,GD04,A Linear Time Algorithm for Constructing Maximally Symmetric Straight-Line Drawings of Planar Graphs,10.1007/978-3-540-31843-9_31,319-329,Seok-Hee Hong; Peter Eades
GD04_330-340.pdf,GD04,Train Tracks and Conﬂuent Drawings,10.1007/978-3-540-31843-9_32,330-340,Peter Hui; Marcus Schaefer; Daniel Štefankovič
GD04_341-351.pdf,GD04,The Three Dimensional Logic Engine,10.1007/978-3-540-31843-9_33,341-351,Matthew Kitching; Sue Whitesides
GD04_352-360.pdf,GD04,Long Alternating Paths in Bicolored Point Sets,10.1007/978-3-540-31843-9_34,352-360,Jan Kynčl; János Pach; Géza Tóth
GD04_361-371.pdf,GD04,Intersection Reverse Sequences and Geometric Applications,10.1007/978-3-540-31843-9_35,361-371,Adam Marcus; Gábor Tardos
GD04_372-382.pdf,GD04,New Exact Results and Bounds for Bipartite Crossing Numbers of Meshes,10.1007/978-3-540-31843-9_36,372-382,Matthew C. Newton; Ondrej Sýkora; Martin Užovič; Imrich Vrt’o
GD04_383-388.pdf,GD04,Drawing Pfaﬃan Graphs,10.1007/978-3-540-31843-9_37,383-388,Serguei Norine
GD04_389-400.pdf,GD04,3D Visualization of Semantic Metadata Models and Ontologies,10.1007/978-3-540-31843-9_38,389-400,Charalampos Papamanthou; Ioannis G. Tollis; Martin Doerr
GD04_401-406.pdf,GD04,A Note on the Self-similarity of Some Orthogonal Drawings,10.1007/978-3-540-31843-9_39,401-406,Maurizio Patrignani
GD04_407-414.pdf,GD04,No-Three-in-Line-in-3D,10.1007/978-3-540-31843-9_40,407-414,Attila Pór; David R. Wood
GD04_415-425.pdf,GD04,Visual Navigation of Compound Graphs,10.1007/978-3-540-31843-9_41,415-425,Marcus Raitner
GD04_426-436.pdf,GD04,Layout Volumes of the Hypercube,10.1007/978-3-540-31843-9_42,426-436,Lubomir Torok; Imrich Vrt’o
GD04_437-442.pdf,GD04,New Theoretical Bounds of Visibility Representation of Plane Graphs,10.1007/978-3-540-31843-9_43,437-442,Huaming Zhang; Xin He
GD05_15-26.pdf,GD05,Crossings and Permutations,10.1007/11618058_1,15-26,Therese Biedl; Franz J. Brandenburg; Xiaotie Deng
GD05_27-38.pdf,GD05,Morphing Planar Graphs While Preserving Edge Directions,10.1007/11618058_2,27-38,Therese Biedl; Anna Lubiw; Michael J. Spriggs
GD05_39-50.pdf,GD05,Dynamic Spectral Layout of Small Worlds,10.1007/11618058_3,39-50,Ulrik Brandes; Daniel Fleischer; Thomas Puppe
GD05_51-62.pdf,GD05,Exact Crossing Minimization,10.1007/11618058_4,51-62,Christoph Buchheim; Dietmar Ebner; Michael Jünger; Gunnar W. Klau; Petra Mutzel; René Weiskircher
GD05_63-74.pdf,GD05,On Embedding a Cycle in a Plane Graph,10.1007/11618058_5,63-74,Pier Francesco Cortese; Giuseppe Di Battista; Maurizio Patrignani; Maurizio Pizzonia
GD05_75-86.pdf,GD05,On Rectilinear Duals for Vertex-Weighted Plane Graphs,10.1007/11618058_6,75-86,Mark de Berg; Elena Mumford; Bettina Speckmann
GD05_87-96.pdf,GD05,"k Bar -Visibility Graphs: Bounds on the Number of Edges, Chromatic Number, and Thickness",10.1007/11618058_7,87-96,Alice M. Dean; William Evans; Ellen Gethner; Joshua D. Laison; Mohammad Ali Safari; William T. Trotter
GD05_97-102.pdf,GD05,K Drawing in Three Dimensions with One Bend Per Edge,10.1007/11618058_8,97-102,Olivier Devillers; Hazel Everett; Sylvain Lazard; Maria Pentcheva; Stephen K. Wismath
GD05_103-114.pdf,GD05,Small Area Drawings of Outerplanar Graphs,10.1007/11618058_9,103-114,Giuseppe Di Battista; Fabrizio Frati
GD05_115-124.pdf,GD05,Volume Requirements of 3D Upward Drawings,10.1007/11618058_10,115-124,Emilio Di Giacomo; Giuseppe Liotta; Henk Meijer; Stephen K. Wismath
GD05_125-130.pdf,GD05,How to Embed a Path onto Two Sets of Points,10.1007/11618058_11,125-130,Emilio Di Giacomo; Giuseppe Liotta; Francesco Trotta
GD05_131-142.pdf,GD05,Upward Spirality and Upward Planarity Testing,10.1007/11618058_12,131-142,Walter Didimo; Francesco Giordano; Giuseppe Liotta
GD05_143-154.pdf,GD05,Graph Treewidth and Geometric Thickness Parameters,10.1007/11618058_13,143-154,Vida Dujmović; David R. Wood
GD05_155-166.pdf,GD05,Stress Majorization with Orthogonal Ordering Constraints,10.1007/11618058_14,155-166,Tim Dwyer; Yehuda Koren; Kim Marriott
GD05_167-178.pdf,GD05,Fast Node Overlap Removal,10.1007/11618058_15,167-178,Tim Dwyer; Kim Marriott; Peter J. Stuckey
GD05_179-190.pdf,GD05,Delta-Conﬂuent Drawings,10.1007/11618058_16,179-190,David Eppstein; Michael T. Goodrich; Jeremy Yu Meng
GD05_191-202.pdf,GD05,"Transversal Structures on Triangulations, with Application to Straight-Line Drawing",10.1007/11618058_17,191-202,Éric Fusy
GD05_203-214.pdf,GD05,A Hybrid Model for Drawing Dynamic and Evolving Graphs,10.1007/11618058_18,203-214,Marco Gaertler; Dorothea Wagner
GD05_215-224.pdf,GD05,Two Trees Which Are Self–intersecting When Drawn Simultaneously,10.1007/11618058_19,215-224,Markus Geyer; Michael Kaufmann; Imrich Vrťo
GD05_225-236.pdf,GD05,C-Planarity of Extrovert Clustered Graphs,10.1007/11618058_20,225-236,Michael T. Goodrich; George S. Lueker; Jonathan Z. Sun
GD05_237-248.pdf,GD05,Non-planar Core Reduction of Graphs,10.1007/11618058_21,237-248,Carsten Gutwenger; Markus Chimani
GD05_249-264.pdf,GD05,An Experimental Comparison of Fast Algorithms for Drawing General Large Graphs,10.1007/11618058_22,249-264,Stefan Hachul; Michael Jünger
GD05_265-275.pdf,GD05,Hierarchical Layouts of Directed Graphs in Three Dimensions,10.1007/11618058_23,265-275,Seok-Hee Hong; Nikola S. Nikolov
GD05_276-287.pdf,GD05,Layout Eﬀects on Sociogram Perception,10.1007/11618058_24,276-287,Weidong Huang; Seok-Hee Hong; Peter Eades
GD05_288-298.pdf,GD05,On Edges Crossing Few Other Edges in Simple Topological Complete Graphs,10.1007/11618058_25,288-298,Jan Kynčl; Pavel Valtr
GD05_299-310.pdf,GD05,On Balloon Drawings of Rooted Trees,10.1007/11618058_26,299-310,Chun-Cheng Lin; Hsu-Chun Yen
GD05_311-322.pdf,GD05,Convex Drawings of Plane Graphs of Minimum Outer Apices,10.1007/11618058_27,311-322,Kazuyuki Miura; Machiko Azuma; Takao Nishizeki
GD05_323-334.pdf,GD05,Energy-Based Clustering of Graphs with Nonuniform Degrees,10.1007/11618058_28,323-334,Andreas Noack
GD05_335-347.pdf,GD05,A Mixed-Integer Program for Drawing High-Quality Metro Maps,10.1007/11618058_29,335-347,Martin Nöllenburg; Alexander Wolff
GD05_348-356.pdf,GD05,Crossing Number of Toroidal Graphs,10.1007/11618058_30,348-356,János Pach; Géza Tóth
GD05_357-368.pdf,GD05,Drawing Graphs Using Modular Decomposition,10.1007/11618058_31,357-368,Charis Papadopoulos; Constantinos Voglis
GD05_369-381.pdf,GD05,st Applications of Parameterized -Orientations in Graph Drawing Algorithms,10.1007/11618058_32,369-381,Charalampos Papamanthou; Ioannis G. Tollis
GD05_382-393.pdf,GD05,Complexity Results for Three-Dimensional Orthogonal Graph Drawing,10.1007/11618058_33,382-393,Maurizio Patrignani
GD05_394-399.pdf,GD05,On Extending a Partial Straight-Line Drawing,10.1007/11618058_34,394-399,Maurizio Patrignani
GD05_400-410.pdf,GD05,Odd Crossing Number Is Not Crossing Number,10.1007/11618058_35,400-410,Michael J. Pelsmajer; Marcus Schaefer; Daniel Štefankovič
GD05_411-422.pdf,GD05,Minimum Depth Graph Embeddings and Quality of the Drawings: An Experimental Analysis,10.1007/11618058_36,411-422,Maurizio Pizzonia
GD05_423-434.pdf,GD05,No-bend Orthogonal Drawings of Series-Parallel Graphs,10.1007/11618058_37,423-434,Md. Saidur Rahman; Noritsugu Egi; Takao Nishizeki
GD05_435-447.pdf,GD05,"Parallel-Redrawing Mechanisms, Pseudo-Triangulations and Kinetic Planar Graphs",10.1007/11618058_38,435-447,Ileana Streinu
GD05_448-459.pdf,GD05,Proper and Planar Drawings of Graphs on Three Layers,10.1007/11618058_39,448-459,Matthew Suderman
GD05_460-471.pdf,GD05,Incremental Connector Routing,10.1007/11618058_40,460-471,Michael Wybrow; Kim Marriott; Peter J. Stuckey
GD05_472-481.pdf,GD05,An Application of Well-Orderly Trees in Graph Drawing,10.1007/11618058_41,472-481,Huaming Zhang; Xin He
GD06_20-31.pdf,GD06,Integrating Edge Routing into Force-Directed Layout,10.1007/978-3-540-70904-6_3,20-31,Tim Dwyer; Kim Marriott; Michael Wybrow
GD06_32-41.pdf,GD06,Multipole-Based Force Approximation Revisited – A Simple but Fast Implementation Using a Dynamized Enclosing-Circle-Enhanced k-d-Tree,10.1007/978-3-540-70904-6_4,32-41,Ulrich Lauther
GD06_42-53.pdf,GD06,SSDE: Fast Graph Drawing Using Sampled Spectral Distance Embedding,10.1007/978-3-540-70904-6_5,42-53,Ali Çivril; Malik Magdon-Ismail; Eli Bocek-Rivele
GD06_54-65.pdf,GD06,Eigensolver Methods for Progressive Multidimensional Scaling of Large Data,10.1007/978-3-540-70904-6_6,54-65,Ulrik Brandes; Christian Pich
GD06_66-77.pdf,GD06,Angle and Distance Constraints on Tree Drawings,10.1007/978-3-540-70904-6_7,66-77,Ulrik Brandes; Barbara Schlieper
GD06_78-88.pdf,GD06,Schematisation of Tree Drawings,10.1007/978-3-540-70904-6_8,78-88,Joachim Gudmundsson; Marc van Kreveld; Damian Merrick
GD06_89-100.pdf,GD06,Trees with Convex Faces and Optimal Angles,10.1007/978-3-540-70904-6_9,89-100,Josiah Carlson; David Eppstein
GD06_101-106.pdf,GD06,Three-Dimensional Drawings of Bounded Degree Trees,10.1007/978-3-540-70904-6_10,101-106,Fabrizio Frati; Giuseppe Di Battista
GD06_107-119.pdf,GD06,Simultaneous Graph Embedding with Bends and Circular Arcs,10.1007/978-3-540-70904-6_11,107-119,Justin Cappos; Alejandro Estrella-Balderrama; J. Joseph Fowler; Stephen G. Kobourov
GD06_120-125.pdf,GD06,Embedding Graphs Simultaneously with Fixed Edges,10.1007/978-3-540-70904-6_12,120-125,Fabrizio Frati
GD06_126-137.pdf,GD06,Drawing Cubic Graphs with at Most Five Slopes,10.1007/978-3-540-70904-6_13,126-137,Balázs Keszegh; János Pach; Dömötör Pálvölgyi; Géza Tóth
GD06_138-149.pdf,GD06,Planarity Testing and Optimal Edge Insertion with Embedding Constraints,10.1007/978-3-540-70904-6_14,138-149,Carsten Gutwenger; Karsten Klein; Petra Mutzel
GD06_150-161.pdf,GD06,Open Rectangle-of-Inﬂuence Drawings of Inner Triangulated Plane Graphs,10.1007/978-3-540-70904-6_15,150-161,Kazuyuki Miura; Tetsuya Matsuno; Takao Nishizeki
GD06_162-173.pdf,GD06,Planar Decompositions and the Crossing Number of Graphs with an Excluded Minor,10.1007/978-3-540-70904-6_16,162-173,David R. Wood; Jan Arne Telle
GD06_174-185.pdf,GD06,On the Crossing Number of Almost Planar Graphs,10.1007/978-3-540-70904-6_17,174-185,Petr Hliněný; Gelasio Salazar
GD06_186-195.pdf,GD06,On the Decay of Crossing Numbers,10.1007/978-3-540-70904-6_18,186-195,Jacob Fox; Csaba D. Tóth
GD06_196-207.pdf,GD06,How Important Is the “Mental Map”? – An Empirical Investigation of a Dynamic Graph Layout Algorithm,10.1007/978-3-540-70904-6_19,196-207,Helen C. Purchase; Eve Hoggan; Carsten Görg
GD06_208-219.pdf,GD06,Computing Geometric Minimum-Dilation Graphs Is NP-Hard,10.1007/978-3-540-70904-6_20,208-219,Rolf Klein; Martin Kutz
GD06_220-231.pdf,GD06,Chordal Graphs as Intersection Graphs of Pseudosegments,10.1007/978-3-540-70904-6_21,220-231,Cornelia Dangelmayr; Stefan Felsner
GD06_232-245.pdf,GD06,Parameterized -Orientations of Graphs: st Algorithms and Experiments,10.1007/978-3-540-70904-6_22,232-245,Charalampos Papamanthou; Ioannis G. Tollis
GD06_246-251.pdf,GD06,Straight-Line Drawing of Quadrangulations,10.1007/978-3-540-70904-6_23,246-251,Éric Fusy
GD06_252-263.pdf,GD06,Visualizing Large and Clustered Networks,10.1007/978-3-540-70904-6_24,252-263,Katharina A. Lehmann; Stephan Kottler
GD06_264-269.pdf,GD06,Partitioned Drawings,10.1007/978-3-540-70904-6_25,264-269,Martin Siebenhaller
GD06_270-281.pdf,GD06,Path Simpliﬁcation for Metro Map Layout,10.1007/978-3-540-70904-6_26,270-281,Damian Merrick; Joachim Gudmundsson
GD06_282-293.pdf,GD06,Minimizing Intra-edge Crossings in Wiring Diagrams and Public Transportation Maps,10.1007/978-3-540-70904-6_27,282-293,Marc Benkert; Martin Nöllenburg; Takeaki Uno; Alexander Wolff
GD06_294-305.pdf,GD06,Upright-Quad Drawing of st -Planar Learning Spaces,10.1007/978-3-540-70904-6_28,294-305,David Eppstein
GD06_306-317.pdf,GD06,Choosing Colors for Geometric Graphs Via Color Space Embeddings,10.1007/978-3-540-70904-6_29,306-317,Michael B. Dillencourt; David Eppstein; Michael T. Goodrich
GD06_318-329.pdf,GD06,Morphing Planar Graphs in Spherical Space,10.1007/978-3-540-70904-6_30,318-329,Stephen G. Kobourov; Matthew Landis
GD06_330-341.pdf,GD06,-Colored Point-Set Embeddability of k Outerplanar Graphs,10.1007/978-3-540-70904-6_31,330-341,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer; Francesco Trotta; Stephen K. Wismath
GD06_342-354.pdf,GD06,Thickness of Bar 1-Visibility Graphs,10.1007/978-3-540-70904-6_32,342-354,Stefan Felsner; Mareike Massow
GD06_355-366.pdf,GD06,A New Approximation Algorithm for Bend Minimization in the Kandinsky Model,10.1007/978-3-540-70904-6_33,355-366,Wilhelm Barth; Petra Mutzel; Canan Yıldız
GD06_367-378.pdf,GD06,Radial Drawings of Graphs: Geometric Constraints and Trade-Oﬀs,10.1007/978-3-540-70904-6_34,367-378,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta
GD06_379-391.pdf,GD06,Characterization of Unlabeled Level Planar Trees,10.1007/978-3-540-70904-6_35,379-391,Alejandro Estrella-Balderrama; J. Joseph Fowler; Stephen G. Kobourov
GD06_392-397.pdf,GD06,Drawing Bipartite Graphs on Two Curves,10.1007/978-3-540-70904-6_36,392-397,Emilio Di Giacomo; Luca Grilli; Giuseppe Liotta
GD06_398-410.pdf,GD06,Improved Circular Layouts,10.1007/978-3-540-70904-6_37,398-410,Emden R. Gansner; Yehuda Koren
GD06_411-416.pdf,GD06,Controllable and Progressive Edge Clustering for Large Networks,10.1007/978-3-540-70904-6_38,411-416,Huamin Qu; Hong Zhou; Yingcai Wu
GD06_417-428.pdf,GD06,Biclique Edge Cover Graphs and Conﬂuent Drawings,10.1007/978-3-540-70904-6_39,417-428,Michael Hirsch; Henk Meijer; David Rappaport
GD06_429-441.pdf,GD06,Schnyder Woods and Orthogonal Surfaces,10.1007/978-3-540-70904-6_40,429-441,Stefan Felsner; Florian Zickfeld
GD06_442-451.pdf,GD06,Partitions of Graphs into Trees,10.1007/978-3-540-70904-6_41,442-451,Therese Biedl; Franz J. Brandenburg
GD07_14-23.pdf,GD07,Crossing Number of Graphs with Rotation Systems,10.1007/978-3-540-77537-9_3,14-23,Michael J. Pelsmajer; Marcus Schaefer; Daniel Štefankovič
GD07_24-35.pdf,GD07,A Bipartite Strengthening of the Crossing Lemma,10.1007/978-3-540-77537-9_4,24-35,Jacob Fox; János Pach; Csaba D. Tóth
GD07_36-41.pdf,GD07,Improvement on the Decay of Crossing Numbers,10.1007/978-3-540-77537-9_5,36-41,Jakub Černý; Jan Kynčl; Géza Tóth
GD07_42-47.pdf,GD07,Crossing Numbers and Parameterized Complexity,10.1007/978-3-540-77537-9_6,42-47,Michael J. Pelsmajer; Marcus Schaefer; Daniel Štefankovič
GD07_48-60.pdf,GD07,Characterization of Unlabeled Level Planar Graphs,10.1007/978-3-540-77537-9_7,48-60,J. Joseph Fowler; Stephen G. Kobourov
GD07_61-72.pdf,GD07,Cyclic Level Planarity Testing and Embedding,10.1007/978-3-540-77537-9_8,61-72,Christian Bachmaier; Wolfgang Brunner; Christof König
GD07_73-79.pdf,GD07,Practical Level Planarity Testing and Layout with Embedding Constraints,10.1007/978-3-540-77537-9_9,73-79,Martin Harrigan; Patrick Healy
GD07_80-86.pdf,GD07,Minimum Level Nonplanar Patterns for Trees,10.1007/978-3-540-77537-9_10,80-86,J. Joseph Fowler; Stephen G. Kobourov
GD07_87-98.pdf,GD07,Straight-Line Orthogonal Drawings of Binary and Ternary Trees,10.1007/978-3-540-77537-9_11,87-98,Fabrizio Frati
GD07_99-111.pdf,GD07,Polynomial Area Bounds for MST Embeddings of Trees,10.1007/978-3-540-77537-9_12,99-111,Michael Kaufmann
GD07_112-123.pdf,GD07,Moving Vertices to Make Drawings Plane,10.1007/978-3-540-77537-9_13,112-123,Xavier Goaoc; Jan Kratochvíl; Yoshio Okamoto; Chan-Su Shin; Alexander Wolff
GD07_124-135.pdf,GD07,Point-Set Embedding of Trees with Edge Constraints,10.1007/978-3-540-77537-9_14,124-135,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer; Stephen Wismath
GD07_136-147.pdf,GD07,Representation of Planar Hypergraphs by Contacts of Triangles,10.1007/978-3-540-77537-9_15,136-147,Hubert de Fraysseix; Patrice Ossona de Mendez; Pierre Rosenstiehl
GD07_148-169.pdf,GD07,The Complexity of Several Realizability Problems for Abstract Topological Graphs,10.1007/978-3-540-77537-9_16,148-169,Jan Kynčl
GD07_170-181.pdf,GD07,Eﬃcient Extraction of Multiple Kuratowski Subdivisions,10.1007/978-3-540-77537-9_17,170-181,Markus Chimani; Petra Mutzel; Jens M. Schmidt
GD07_182-193.pdf,GD07,Cover Contact Graphs,10.1007/978-3-540-77537-9_18,182-193,Nieves Atienza; Natalia de Castro; Carmen Cortés; M. Ángeles Garrido; Clara I. Grima; Gregorio Hernández; Alberto Márquez; Auxiliadora Moreno; Martin Nöllenburg; José Ramon Portillo; Pedro Reyes; Jesús Valenzuela; Maria Trinidad Villar; Alexander Wolff
GD07_194-205.pdf,GD07,Matched Drawings of Planar Graphs,10.1007/978-3-540-77537-9_19,194-205,Emilio Di Giacomo; Walter Didimo; Marc van Kreveld; Giuseppe Liotta; Bettina Speckmann
GD07_206-217.pdf,GD07,Maximum Upward Planar Subgraphs of Embedded Planar Digraphs,10.1007/978-3-540-77537-9_20,206-217,Carla Binucci; Walter Didimo; Francesco Giordano
GD07_218-223.pdf,GD07,Minimizing the Area for Planar Straight-Line Grid Drawings,10.1007/978-3-540-77537-9_21,218-223,Marcus Krug; Dorothea Wagner
GD07_224-229.pdf,GD07,On Planar Polyline Drawings,10.1007/978-3-540-77537-9_22,224-229,Huaming Zhang; Sadish Sadasivam
GD07_230-241.pdf,GD07,Constrained Stress Majorization Using Diagonally Scaled Gradient Projection,10.1007/978-3-540-77537-9_23,230-241,Tim Dwyer; Kim Marriott
GD07_242-253.pdf,GD07,Line Crossing Minimization on Metro Maps,10.1007/978-3-540-77537-9_24,242-253,Michael A. Bekos; Michael Kaufmann; Katerina Potika; Antonios Symvonis
GD07_254-265.pdf,GD07,Algorithms for Multi-criteria One-Sided Boundary Labeling,10.1007/978-3-540-77537-9_25,254-265,Marc Benkert; Herman Haverkort; Moritz Kroll; Martin Nöllenburg
GD07_266-278.pdf,GD07,Multi-circular Layout of Micro/Macro Graphs,10.1007/978-3-540-77537-9_26,266-278,Michael Baur; Ulrik Brandes
GD07_279-290.pdf,GD07,Constrained Simultaneous and Near-Simultaneous Embeddings,10.1007/978-3-540-77537-9_27,279-290,Fabrizio Frati; Michael Kaufmann; Stephen G. Kobourov
GD07_291-301.pdf,GD07,Simultaneous Geometric Graph Embeddings,10.1007/978-3-540-77537-9_28,291-301,Alejandro Estrella-Balderrama; Elisabeth Gassner; Michael Jünger; Merijam Percan; Marcus Schaefer; Michael Schulz
GD07_302-313.pdf,GD07,Efﬁcient C-Planarity Testing for Embedded Flat Clustered Graphs with Small Faces,10.1007/978-3-540-77537-9_29,302-313,Giuseppe Di Battista; Fabrizio Frati
GD07_314-325.pdf,GD07,Clustered Planarity: Small Clusters in Eulerian Graphs,10.1007/978-3-540-77537-9_30,314-325,Eva Jelínková; Jan Kára; Jan Kratochvíl; Martin Pergel; Ondřej Suchý; Tomáš Vyskočil
GD07_326-337.pdf,GD07,Drawing Colored Graphs with Constrained Vertex Positions and Few Bends per Edge,10.1007/978-3-540-77537-9_31,326-337,Emilio Di Giacomo; Giuseppe Liotta; Francesco Trotta
GD07_338-349.pdf,GD07,Colorability in Orthogonal Graph Drawing,10.1007/978-3-540-77537-9_32,338-349,Jan Štola
GD07_350-355.pdf,GD07,A Note on Minimum-Area Straight-Line Drawings of Planar Graphs,10.1007/978-3-540-77537-9_33,350-355,Fabrizio Frati; Maurizio Patrignani
GD07_356-362.pdf,GD07,Universal Sets of Points for 1-Bend n Drawings of Planar Graphs with Vertices n,10.1007/978-3-540-77537-9_34,356-362,Hazel Everett; Sylvain Lazard; Giuseppe Liotta; Stephen Wismath
GD07_363-375.pdf,GD07,LunarVis – Analytic Visualizations of Large Graphs,10.1007/978-3-540-77537-9_35,363-375,Robert Görke; Marco Gaertler; Dorothea Wagner
GD07_376-387.pdf,GD07,Visualizing Internet Evolution on the Autonomous Systems Level,10.1007/978-3-540-77537-9_36,376-387,Krists Boitmanis; Ulrik Brandes; Christian Pich
GD07_388-399.pdf,GD07,Treemaps for Directed Acyclic Graphs,10.1007/978-3-540-77537-9_37,388-399,Vassilis Tsiaras; Sofia Triantafilou; Ioannis G. Tollis
GD07_400-405.pdf,GD07,Drawing Graphs with GLEE,10.1007/978-3-540-77537-9_38,400-405,Lev Nachmanson; George Robertson; Bongshin Lee
GD08_26-37.pdf,GD08,Succinct Greedy Graph Drawing in the Hyperbolic Plane,10.1007/978-3-642-00219-9_3,26-37,David Eppstein; Michael T. Goodrich
GD08_38-49.pdf,GD08,An Algorithm to Construct Greedy Drawings of Triangulations,10.1007/978-3-642-00219-9_4,38-49,Patrizio Angelini; Fabrizio Frati; Luca Grilli
GD08_50-61.pdf,GD08,Crossing and Weighted Crossing Number of Near-Planar Graphs,10.1007/978-3-642-00219-9_5,50-61,Sergio Cabello; Bojan Mohar
GD08_62-72.pdf,GD08,Cubic Graphs Have Bounded Slope Parameter,10.1007/978-3-642-00219-9_6,62-72,Balázs Keszegh; János Pach; Dömötör Pálvölgyi; Géza Tóth
GD08_73-78.pdf,GD08,Unimaximal Sequences of Pairs in Rectangle Visibility Drawing,10.1007/978-3-642-00219-9_7,73-78,Jan Štola
GD08_79-89.pdf,GD08,Visibility Representations of Four-Connected Plane Graphs with Near Optimal Heights,10.1007/978-3-642-00219-9_8,79-89,Chieh-Yu Chen; Ya-Fei Hung; Hsueh-I Lu
GD08_90-101.pdf,GD08,The Topology of Bendless Three-Dimensional Orthogonal Graph Drawing,10.1007/978-3-642-00219-9_9,90-101,David Eppstein
GD08_102-113.pdf,GD08,Rapid Multipole Graph Drawing on the GPU,10.1007/978-3-642-00219-9_10,102-113,Apeksha Godiyal; Jared Hoberock; Michael Garland; John C. Hart
GD08_114-125.pdf,GD08,Clustered Planarity: Clusters with Few Outgoing Edges,10.1007/978-3-642-00219-9_11,114-125,Vít Jelínek; Ondřej Suchý; Marek Tesař; Tomáš Vyskočil
GD08_126-132.pdf,GD08,Computing Maximum C-Planar Subgraphs,10.1007/978-3-642-00219-9_12,126-132,Markus Chimani; Carsten Gutwenger; Mathias Jansen; Karsten Klein; Petra Mutzel
GD08_133-144.pdf,GD08,Clustered Planarity: Embedded Clustered Graphs with Two-Component Clusters,10.1007/978-3-642-00219-9_13,133-144,Vít Jelínek; Eva Jelínková; Jan Kratochvíl; Bernard Lidický
GD08_145-156.pdf,GD08,Visual Analysis of One-to-Many Matched Graphs,10.1007/978-3-642-00219-9_14,145-156,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Pietro Palladino
GD08_157-168.pdf,GD08,Topological Morphing of Planar Graphs,10.1007/978-3-642-00219-9_15,157-168,Patrizio Angelini; Pier Francesco Cortese; Giuseppe Di Battista; Maurizio Patrignani
GD08_169-180.pdf,GD08,An SPQR-Tree Approach to Decide Special Cases of Simultaneous Embedding with Fixed Edges,10.1007/978-3-642-00219-9_16,169-180,J. Joseph Fowler; Carsten Gutwenger; Michael Jünger; Petra Mutzel; Michael Schulz
GD08_181-192.pdf,GD08,"Graph Simultaneous Embedding Tool, GraphSET",10.1007/978-3-642-00219-9_17,181-192,Alejandro Estrella-Balderrama; J. Joseph Fowler; Stephen G. Kobourov
GD08_193-204.pdf,GD08,Hamiltonian Alternating Paths on Bicolored Double-Chains,10.1007/978-3-642-00219-9_18,193-204,Josef Cibulka; Jan Kynčl; Viola Mészáros; Rudolf Stolař; Pavel Valtr
GD08_205-217.pdf,GD08,The Binary Stress Model for Graph Drawing,10.1007/978-3-642-00219-9_19,205-217,Yehuda Koren; Ali Çivril
GD08_218-229.pdf,GD08,Efﬁcient Node Overlap Removal Using a Proximity Stress Model,10.1007/978-3-642-00219-9_20,218-229,Emden R. Gansner; Yifan Hu
